"Donor","Group","Cell","CCR10","CD278","IFNGRB","CD46","CD70","CD1a","CD2","B7H4","CD10","CD100","CD105","CD106","CD107a","CD107b","CD109","CD111","CD112","CD114","CD116","CD117","CD119","CD11a","CD11b","CD122","CD123","CD126","CD127","CD13","CD131","CD134","CD135","CD137","X4.1BBL","CD138","CD140a","CD140b","CD141","CD142","CD143","CD146","CD148","CD15","CD150","CD151","CD154","CD156c","CD158e1","CD162","CD163","CD164","CD165","CD166","CD169","CD170","CD172a.b","CD172g","CD178","CD179a","CD179b","CD18","CD180","CD182","CD183","CD185","CD191","CD194","CD1b","CD1c","CD200","CD200R","CD202b","CD203c","CD205","CD206","CD207","CD21","CD213A1","CD213A2","CD218a","CD221","CD223","CD226","CD227","CD229","CD23","CD231","CD244..2B4.","CD245","CD252","CD261","CD262","CD263","CD266","CD268","CD271","CD275","CD276","CD147","CD279","CD28","CD29","CD290","CD298","CD30","CD300c","CD309","CD31","CD314","CD317","CD324","CD325","CD328_clone_6-434","CD33","CD334","CD335","CD336","CD337","CD34","CD340","CD344","CD35","CD354","CD360_clone_17A12","CD365","CD366","CLEC4A","CD36L1","CD39","CD40","CD41","CD42b","CD43","CD44","CD47","CD48","CD49a","CD49b","CD49c","CD49d","CD5","CD50","CD54","CD55","CD58","CD6","CD61","CD62E","CD62L","CD62P","CD63","CD64","CD69","CD73","CD74","CD79b","CD80","CD81","CD82","CD83","CD85_clone_17G10.2","CD85k","CD87","CD89","CD9","CD90","CD93","CD94","CD96","CD97","CD99","CXCL16","DLL1","DLL4","DR3","EGFR","GPR19","GPR56","HLA.E","HVEM","Ig.light.chain.κ","IgM","CD360_clone_2G1-K12","Integrin.α9β1","Jagged.2","Ksp37","LAP","LY6G6D","MERTK","MSC","MSC.NPC","TNAP","MUC.13","NKp80","Notch.1","Notch3","Notch.4","NPC","CD352","PSMA","ROR1","Siglec.10","CD328_clone_S7.7","Siglec.8","Siglec.9","SSEA.5","SUSD2_clone_W5C5","TCR.α.β","Tim.4","TLT.2","TM4SF20","TRA.2.49","TRA.2.54","TSLPR","VEGFR.3","CD133","APCDD1","CD272","CD198","CCRL2","CD102","CD104","CD124","CD130","CD144","CD152..CTLA.4.","CD155","CD158b","CD184","CD186","CD192","CD197","CD199","CD209","CD217","CD230..Prion.","CD24","CD243","CD26","CD269","CD282","CD284","CD301","CD303","CD304","CD307e","CD323","CD357..GITR.","CD36","CD369","CD370","CD371","CD45RO","CD51","CD59","CD7","CD71","CD84","CD88","CD355","erbB3","FPR3","Ganglioside.GD2","GPR83","Ig.light.chain.λ","IgD","IL.28RA","integrin.β5","KLRG1","LOX.1","MICA.MICB","SUSD2_clone_W3D5","Notch.2","TACSTD2","TIGIT..VSTM3.","C3aR","CCX.CKR..CCRL1.","CD11c","CD129","CD158","CD181","CD193","CD196","CD1d","CD20","CD22","CD220","CD235ab","CD258","CD274","CD319","CD32","CD326","CD338","CD368","CD45RB","CD49e","CD52","CD66a.c.e","CD85h","CD85_clone_GHI/75","CD86","CD92","CXCR7","Delta.Opioid.Receptor","Dopamine.Receptor.D1..DRD1.","EphA2","FcεRIα","GARP","CD215","Lymphotoxin.β.Receptor","MRGX2","TMEM8A","CD254","CD318","CD255","SSEA.4","Sialyl.Lewis.X..dimeric.","TRA.1.81","CD160","CD57","CD66b","TRA.1.60.R","CD115","CD201","CD120b","CD210","CD267","CD294","CD49f","CD85_clone_MKT5.1","CD85d","IgG.Fc","Integrin.β7","XCR1","Podoplanin","CD132","CD195","CX3CR1","SSEA.3"
"Cord1","Cord","B cells",98.47,0.64,14.27,74.87,0,0,0,0,44.67,42.67,90.87,0,58.37,5.87,26.27,0,0,0,19.07,0,78.07,85.97,17.77,0,38.47,0,0,1.87,0,1.17,0,2.97,13.27,0,1.67,4.87,1.27,0,0.79,0,87.77,10.07,2.37,0,0,90.87,0,25.37,0.97,51.57,25.57,75.47,6.67,33.37,0,0,0,8.37,0.56,89.97,88.17,0,73.07,87.47,15.27,56.37,1.37,82.07,83.27,6.97,0,5.27,87.37,9.57,0,85.57,0.65,1.57,3.27,0,0,0,0,67.27,0.7,0.16,1.87,0.87,5.57,5.97,0,8.57,0,89.27,0,50.27,5.47,90.87,0,0,90.47,2.67,90.87,0,2.27,0,90.87,0,66.17,0,12.07,0,0,0,0,0,0,3.87,0,4.57,87.67,0,77.27,0,0,85.17,0,67.07,87.67,0,0,53.67,89.57,90.87,90.67,0,0,0,90.87,49.97,90.87,54.87,90.37,70.57,12.07,0,0,17.67,0,71.97,38.07,0,3.17,81.67,89.57,0,90.87,90.27,6.27,0,0,1.37,0,83.07,0,0,0,0,6.27,90.07,9.17,0,0,0,0,0,0,81.37,89.57,68.67,88.17,58.47,0,0.41,0,0,0,2.07,0,76.87,0,0,0,0,0,0,5.37,86.67,0,0,24.57,0,0,0,0,0,4.37,0,18.17,0,0,0,0,0.25,0,0,87.75,30.25,0.47,91.85,0,5.15,0,0,0,0.72,0,88.25,0,30.65,71.65,30.55,0,0,23.25,90.45,16.05,0,0,0,0,15.25,0,0,0,7.45,0,11.75,0,2.95,0,0,0,91.05,0.42,16.95,71.95,0,0,0,1.19,0,10.85,62.25,90.85,0,9.95,4.95,0,0,0.55,0,0,0,4.62,9.86,13.16,11.16,6.56,19.66,23.46,91.66,94.86,90.76,96.06,13.26,0,9.46,43.26,6.38,95.36,0,0.57,2.31,90.16,22.86,96.56,15.36,7.16,89.46,5.26,45.36,19.96,7.36,8.46,9.16,0,0,13.16,5.26,15.36,9.16,11.96,0,21.38,0,14.66,0,5.03,1.29,0,0,27.4,5.34,11.79,14.79,2.08,8.79,6.87,0,11.49,12.29,65.59,8.29,5.35,37.05,26.35,10.05,0
"Cord2","Cord","B cells",98.47,0,21.07,73.4,0,0,0,0,50.8,18.7,85.9,0,46.4,2.2,25.2,0,0,0,14.6,0,75.5,82.6,13.2,0,22.1,0,0,4.9,0,0,0,0,18,0,0,8.3,8.7,0,1.1,0,82.6,11.2,0,0,0,85.9,0,18.1,0,56.1,19,71.8,0.3,36.8,0,0,0,11.4,5.1,85.8,84.6,0,68.2,78.7,11,47.5,4.3,79.9,77.4,6.5,0,9.2,85.2,9.6,0,81.7,0,4.1,7.4,0,0,0,0,62.3,0,2,0,0,6.1,9.5,0,9.1,0,85.6,0,45.4,11.9,85.9,0,0,85.9,8.9,85.9,0,5.7,0,84.5,0,58.7,0,13.7,0,0,0,0,0,0,0,0,4.7,85.1,0,55.2,3,0,83.5,0,69.9,85.4,0,0,51.2,83.7,85.9,85.8,0,0,0,85.8,49.8,85.9,50.2,85.9,80.7,16,5.3,0,0,0,72.3,36.6,0,43.5,78.2,85.8,0,85.9,85.8,8.5,0,0,2.2,0,83.7,0,0,0,0,0.8,82.5,11.3,0,0,0,0,1.2,0,71.3,85.7,70.4,84.5,32.1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,11.5,83.9,0,0,26.3,0,0,0,0,0,2.4,0,5.1,0,10.2,3.9,0,0,0,0,79.3,31.6,1.7,85.1,0,0,0,0,0,0,0,83.4,0,29.9,73,28.1,0,0,11.9,85,26.8,0,0,0,0.5,23.7,0,0,0,0.4,0,14.7,0,2.3,0,0,0,84.6,0,22.6,59.3,0.8,0,0,0,0,12.5,67.7,84.8,0,1.7,1.8,0,0,1.6,0,0,0,10.56,16.86,15.66,13.56,6.06,21.76,24.06,89.06,93.56,93.76,93.76,12.66,0,6.56,44.76,8.96,93.56,0,1.91,6.36,83.36,27.46,93.76,16.96,6.76,81.66,0.13,33.16,17.96,12.96,8.66,10.06,0,0,17.06,8.26,13.36,8.86,12.66,0,14.1,0,6.6,0,9.19,0.95,1.26,0,28.8,9.9,11.34,15.74,0.74,10.44,6.42,0,18.84,28.94,31.44,13.74,9.94,32.26,25.96,13.76,0
"Dec2","Decidua","NK cells",96.59,3.63,31.89,31.2,0,0,27.4,0,0,50.1,41.3,0,63.7,7.1,0,0,0,0,4.6,0,26.4,65.6,58.4,59.2,0,0,0,5.9,0,0,0,0,11.2,0,0,9.9,6.2,0,0,0,42,12.1,0,59.2,0,71.8,0,31,0,53.3,0,0.8,0.3,0,0,0,0,5.4,0,63,0,0,53.2,12.5,41.8,31.4,2.5,0,0,7.9,0,2.7,65.2,9.1,0,0,0,0,47.7,0,0,35.7,0,44.8,0,0,70.1,0,10.5,4.6,0,6.7,0,0,0,0,8.2,72.5,0,27.3,72.5,0,72.5,0,22,0,42.1,68.6,68.9,0,3.3,50.5,0,0,49.5,0,50,0,0,0,0,0,4.8,2.2,3.4,0,0,0,0,0,0,70.9,70.2,72.5,62.7,19.6,0,2.4,65.4,0,58.2,58,39.3,72.5,13,0,0,0,0,71,26.2,10.8,0,10.6,11.1,0,70.2,41.8,0,0,0,0,0,11.6,0,0,62.9,0,70,30.8,0,0,0,0,0,0,31.1,67.8,51.3,4.6,0,0,0,0,0,0,0,0,0,43.2,0,0,41.6,0,0,0,0.3,71.5,0,0,0,49.8,0,2.4,0,0,4.2,0,0,0,0,0,0,0,0,0,5.4,15.5,0,59.4,0,0,0,0,0,0,7.2,42.2,0,25.6,9.3,0.9,0,0,5.6,3.7,69,24.1,0,0,0.6,17.7,0,0,0,0,25.4,3.7,0,0,0,0,0,70.3,12.8,0,0.8,0,0,0,0,0.9,6.4,2.5,11.8,0,4.7,31.2,0,0,1.5,0,0,3.7,21.7,27.4,58.8,25.3,9.1,57.4,24.2,21,14.5,11.2,27.8,14.3,0,28.9,65.5,80.1,56.6,0,12.7,13.4,41.3,79.2,71.9,21.6,11.9,17.7,0.7,33.2,22.2,20.8,31.5,18.5,0,0,18.2,12.4,21.9,19.6,28.6,3,0,0,69.89,0,71.19,4.16,0.56,0,31.74,19.64,24.5,33.5,0,18.3,64,8.1,24.2,38.1,13.3,19.7,25.1,65.49,66.49,56.89,0
"Dec1","Decidua","NK cells",97.17,8.07,22.97,39.4,0,0,19.6,0,0,53.9,68.3,0,62.2,5.4,0,0,0,0,4.7,0,31.5,43.5,52.6,60.1,0,0,0,3,0,0,0,0,20.4,0,0,7.8,7.7,0,0,0,39.9,8.6,0,52.7,0,76.8,0,15.6,1.8,57.4,0,0.8,26.8,39.6,0,0,0,16.5,0,64,0,0,62.8,9.4,47,16.1,0,0,0.3,24.5,0,5.8,65.6,21.1,0,0,0,0.7,49.5,3.4,0,22.9,0,49.1,0,0,68.5,0,8.9,1.4,0,5.8,0,0,0,0,22.1,76.8,0,52,76,0,76.8,0,25.7,0,58.5,68,76.8,0,2.5,51.3,6.6,0,43,0,55.1,0,0,5.7,0,0,7,3.4,14.1,0,0,12.8,0,0,0,74.5,53.6,76.8,55.6,35.7,0,18.9,68.3,0,18.2,66.6,53.7,76.8,16.4,0,0,0,0,76.8,59.2,25.2,0.7,23.2,16.6,0,73.2,63.7,5.3,0,0,2.3,0,36.8,0,0,63.9,12.1,73.2,40.5,0,0,0,0,0,0,27.3,71,49.6,25.7,0,0,0,0,0,0,0.9,0,0,40.4,0,0,34.9,0,0,0.5,19,76.1,0,0,0,58,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,7.3,24.5,12.9,51.6,0,0,0,0,0,0,6.6,51.2,4.1,32.2,9.8,4.4,0,0,4.8,0,61.6,33.3,0,0,0,18.9,0,0,0,0,35.5,18.9,0,0.8,7.5,0,0,63.1,26.1,3.3,15.5,3.7,0,0,0,0,8.4,2.3,10.2,0,12.9,21.8,0,0,2.4,0,0,11.6,18.4,20.4,51.7,16.3,9.6,37.3,16.5,18.8,10.2,13.3,21.7,24.6,0,21.1,55.9,82.4,54.3,0,12.3,9.9,30.1,77.3,74.7,15.9,8.2,20.2,0,40.2,17.7,11.8,38.7,15,0,0,18.2,12.8,21.5,27.3,18.8,4.2,0,0,63.98,0,65.88,0,5.78,0,26.55,19.15,18.58,34.38,0,13.68,67.48,3.49,23.98,35.28,18.78,21.58,31.28,63.66,74.06,36.46,0
"Dec4","Decidua","NK cells",93.49,6.79,45.39,15.5,0,0,15.3,0,0,31.9,55.4,0,50.5,4.4,11,0,0,0,6.6,0,24.9,44.9,49.3,36.2,0,0,0,3.4,0,0,0,0.3,21.9,0,0,9.2,6.3,0,0,0,45.2,9.3,0,34.6,0,56.1,0,21.9,0,45.9,0,3.2,0,0,0,0,0,9.7,0,56.1,0,0,50.9,20.4,33.3,36.2,3.3,0,0,7.3,0,2.9,43.7,22.5,0,0,0.6,8.3,40,0,0,27.6,0,31.5,0,0,54.3,0,2.5,8,0,9.4,0,0,0,0,16.4,56.1,0,19.3,56.1,0,56.1,0,25.1,0,24.9,52.1,52,0,1.3,39.6,0,0,0,0,28,0,0,0,0,0,15.7,1.4,0,0,0,0,0,0,0,53.5,53.6,56.1,52.4,2.1,0,0,46.7,0,38.3,34.3,18.6,56.1,17.7,0,0,0,0,54.4,34.8,0,0,14.3,25.4,0,55.4,42.4,2.2,0,0,5,0,0,0,0,47.4,0,52.8,39.4,0,0,0,0,0,0.1,18.1,48.6,52.1,2.1,0,5.3,0,0,0,0,0,0,0,43.7,0,0,28.2,0,0,0,8.3,55.5,0,0,0,42.3,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,5.4,22.3,0,38.6,0,0,0,0,0,0,4.7,29.8,0,15.8,10.8,4.8,0,0,9.1,0,45.2,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,45.3,34.5,0,0,0,0,0,0,0,8.8,0,9.1,0,0.4,23.4,0,0,0,0,0,0,28.1,28.5,61.6,27.7,16,60.8,28.3,31.2,31.7,7.9,29.4,26.2,0,30.4,69.2,73.4,66.3,0,14.9,11.5,55.8,66.6,68.5,23.2,14.3,30.9,0,26.2,26.4,21.2,31.3,25.1,0,0,25.6,25.3,30.9,27,27.7,0,0,0,47.5,0,65.9,4.1,2,0,52.76,39.26,26.1,48.4,0,25.5,54.1,7.6,37.4,16.4,5.5,24.7,39.1,76.12,77.22,73.12,0
"Dec3","Decidua","NK cells",94.94,1.64,51.74,18.2,0,0,0,0,0,29.2,44.1,0,39.8,0,0,0,0,0,0,0,24.8,9.2,40.8,11.3,0,0,0,0,0,0,0,0,15.6,0,0,0.2,0,0,0,0,24.8,9.6,0,28.1,0,44.4,0,11.3,0,37.7,0,0,1.3,2.4,0,0,0,5.8,0,41.5,0,0,30.7,10.2,17.7,20.2,0,0,0,4.2,0,0,27.4,4.8,0,0,0,0,32.1,0,0,7.2,0,13.5,0,0,36.4,0,3.8,0,0,0.4,0,0,0,0,11.6,44.6,0,16.4,44.3,0,44.6,0,11.6,0,17,32.2,42.7,0,2.6,21.8,0,0,0,0,22.6,0,0,0,0,0,16.3,0,0,0,0,5.4,0,0,0,43.3,34.6,44.6,21.7,0,0,0,20.1,0,0,23.7,23.1,44.3,0.3,0,0,0,0,43.2,31.5,0,0,12,16.8,0,41.5,35.6,0,0,0,0,0,1.7,0,0,25.1,0,36.1,29.9,0,0,0,0,0,0,8.8,40.9,38.4,14.2,0,0,0,0,0,0,0,0,0,29.2,0,0,6.5,0,0,0,3.6,42.2,0,0,0,33.4,0,7.7,0,0,1.7,0,0,0,0,0,0,0,0,0,4.7,14,0,28.9,0,0,0,0,0,0,0,26,0,16.1,10.8,5.7,0,0,1.6,8.6,31.8,0,0,0,3.7,17.8,0,0,0,0,0,1.3,0,0,0,0,0,33.5,16.5,0,0,0,0,0,0,0,10.5,0,7,0,4,13.3,0,0,0,0,0,0,19.5,19.9,52.4,20.6,6,54.9,20.7,20.9,28.4,0,23,23.1,0,20.7,53.9,55.8,49.7,0,6,7,32.7,52.6,55.2,18.9,1.3,22.9,0,30.6,17.7,10.3,24.6,13.2,0,0,9.3,18.4,18.7,27.1,18,0,0,0,25.2,0,51.4,0,0,0,52.52,42.22,37.4,54,0,30.1,59.9,11.3,29.2,39.9,0,28.1,39,67.6,67,63.4,0
"Preg2","Pregnant","NK cells",97.23,8.63,17.33,42,0,0,57.1,0,0,62.7,80.1,0,68.6,4.8,0,0,0,0,0,0,48.6,80.1,78.2,77.1,0,0,7.3,0,0,0,0,0,13.4,0,0,4.1,4.5,0,0,0,53.1,4.2,0,63.2,0,80.1,0,76.3,0,61.7,0,0,43.9,0,0,5.5,0,6,0,80.1,0,1.6,61.8,12.2,54.9,24.5,0,0,1.4,10.2,0,1.1,78.3,0,0,0,0,0.4,64.3,0,0,76.3,0,38.5,0,0,80.1,0,0,0.7,0,3.3,0,0,0,0,1.5,80.1,0,19.8,80.1,0,80.1,0,35.7,0,62.1,76.7,80.1,0,0,60.5,5.9,0,62.4,0,54.7,0,0,0,0,0,14,3.5,36.9,0,0,0,0,0,0,80.1,78.6,80.1,80.1,0,0,0,78.4,0,80.1,67.2,60.1,80.1,29.1,0,0,6.7,0,80.1,22.9,0,0,9.1,19.3,0,78.9,49.9,0,0,0,0.7,0,0,0,0,71.2,7.9,80.1,80.1,0,0,0,0,0,0,63.6,80.1,76,22.8,15.2,0,0,0,0,0,0,0,0,42.2,0,0,78.4,0,0,0,6.7,77.9,0,0,0,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,71.7,0,0,0,0,0,0,5.3,21.7,0,23,19,0,0,0,51.2,0,67.4,1,0,0,0,2.6,0,0,0,0,21.4,0,0,0,0,0,0,70.3,71.7,0,0,0,0,0,0,0,3.7,0,1.2,0,0,20.3,0,0,0,0,0,6.5,14.62,10.12,60.12,8.92,5.42,73.22,15.22,25.52,24.92,27.12,20.22,11.32,0,13.82,81.02,91.62,34.82,0,8.12,7.02,75.12,87.72,89.62,12.92,4.42,29.52,0,21.72,5.22,9.22,26.62,11.12,0,0,6.52,9.52,12.62,9.12,11.02,2.72,0,0,78.07,0,51.47,28.27,1.21,0,30.92,14.32,15.81,47.01,0,10.01,62.51,0,11.31,12.51,24.11,11.31,23.51,91.8,60.6,68.1,0
"Preg1","Pregnant","NK cells",98.17,3.73,36.27,2.6,0,0,28.2,0,0,46.9,63.5,0,46.4,0,15.3,0,0,0,0.3,0,42.4,47.9,54.7,40.7,0,0,0,0,0,0,0,0,10.6,0,0,5.9,0,0,0,0,5.9,12,0,12,0,62.8,0,53.7,0,44.8,0,0,2,0,0,0,0,0,0,56.8,0,0,35,13.9,21.4,32.2,0,0,0,0,0,12.7,54.3,3.8,0,0,0,0,50,0,0,52.5,0,4.9,0,0,58.2,0,0,5,0,8.8,0,0,0,0,6.6,63.5,0,0,63.5,0,63.5,0,29.6,0,47.2,58.5,61,0,3.7,53.6,0,0,2.7,0,31.6,0,0,5.7,0,0,15.2,0,0.5,2.9,0,0,0,0,0,62.5,62.3,63.5,51.9,0,0,0,55.4,0,49.2,15.9,47.6,63.5,27.2,0,0,0,0,62.9,34,0,0,9.1,18.1,0,62.1,40.5,0,0,0,0,0,0,0,0,44.1,0,62.2,62,0,0,0,0,0,0,51.9,63.5,60.7,20.6,27.4,0,0,0,0,0,0,0,0,42.9,0,0,50.1,0,0,0,3,61,0,0,0,49.9,0,19.1,0,0,10.9,0,0,0,0,0,0,5.6,0,0,0,4.6,0,50.1,0,0,0,0,0,0,0,42.3,0,8,7.9,0,0,0,40.2,1,49.3,0,0,0,0,20.6,0,0,0,0,0.7,0,0,0,0,0,0,51.2,13.3,0,0,0,0,0,0,0,6.3,12.8,6.2,0,0,41.6,0,0,0,0,0,0,16.9,26.4,63.4,19.4,10.2,70.6,9.1,19,28.4,3.6,15.9,19.2,0,14.4,76.3,76.8,50.1,0,9.4,13.5,61.4,75.7,66.5,14.9,6.7,22.6,0,21.3,23.1,21.7,19.3,15.6,0,0,26.3,19.9,14.8,19.2,20.5,0,0,0,56.71,0,73.41,17.41,0,0,33.97,21.27,32.03,53.33,0,18.23,76.73,9.83,34.43,6.23,17.13,27.73,30.43,81.39,53.89,81.99,0
"Preg4","Pregnant","NK cells",86.1,9.7,15.5,56.1,0,0,64.8,0,2,69,63.8,0,74.8,10.7,8.4,1.5,0,0,6.8,7.2,49.6,80.1,75.6,76.3,0,0,4.6,4.8,0,0,0,0,20.3,0,0,9.3,8.1,0,2.9,0,58.4,17.8,4.1,49.3,1.3,80.1,0,76.8,0,72.5,0,14,56.8,1.6,0,18.3,0,8,0,80.1,0,2.7,63.2,21.1,64.7,38.5,1.8,0,0.8,9.8,0,2.8,75.2,14.4,0,0,1.4,4.6,58.9,5.7,0,75.2,0,51.2,0,0,78.6,2.7,3.6,2.1,0,7.4,0,0,0,0,11.5,80.1,0,30.8,80.1,0,80.1,0,29.1,0,47.9,68.8,78.6,0,0,56.6,5.3,0,45.3,0,49.8,0,0,0,0,14.9,9.8,0,34.9,0,0,0,0,0,0,79.8,79.3,80.1,80.1,0,0,1.9,78.1,0,78.1,53.3,48,80.1,36.1,0.8,0,9.6,0,79.5,23.6,0,0,11.1,19.4,0,79.8,47.8,0,0,0,0,0,9.5,0,0,72.2,16.5,79,79.7,0,0,0,0,0,0,67.1,79.6,77.9,12.9,0,0,0,0,0,0,0,0,0,41.6,0,0,74.7,0,0,0,1.9,79.5,0,0,0,61.6,0,0.3,0,0,1.2,0,0,0,0,0,0,0,0,0,4.4,20.1,4.7,80.9,0,0,0,0,0,0,21,54.8,1.3,17.1,24.7,5,0,0,69.9,5,73.9,11.2,0,0,1.3,21,0,0,0,0,18.5,12.3,0,0,0,0,0,79.1,73.5,0,5.6,0,0,0,0,0,8.5,0,11.9,0,3.9,55.3,0,0,4.4,0,0,21.9,18.91,16.51,71.31,20.21,15.91,73.01,10.71,21.01,10.71,10.11,17.61,10.71,0,15.31,81.41,88.51,71.41,0,7.81,8.81,88.91,88.11,89.51,13.81,8.31,37.21,1.61,31.01,16.31,14.01,28.61,10.01,0,0,15.81,13.91,16.51,18.11,17.61,2.81,0,0,47.53,1.92,45.23,42.43,4.03,0,33.83,17.13,15,38.8,0,13,52.6,3.7,13.5,8.5,13.1,8.6,15,69.43,59.93,73.23,0
"Preg3","Pregnant","NK cells",97.81,16.21,21.41,43.3,0,0,56.1,0,0,60.4,72.9,0,68.9,1.6,3.9,0,0,0,0,0,52.9,77.2,69.9,63.9,0,0,0,3.4,0,0,0,0,9.6,0,0,4.1,3.7,0,0,0,37.9,8.2,0,45.7,0,77.8,0,72,0,63.2,0,6,38,0.1,0,0,0,10.8,0,77.8,0,0,55.1,5.7,42.1,24.4,3.1,0,0,14.8,0,13.1,70.5,6,0,0,0,5.3,68.1,0,0,70.7,0,51.8,0,0,77.2,0,0,3.1,0,2,0,0,0,0,10.1,77.8,0,19.3,77.8,0,77.8,0,26.6,0,55.2,68.8,77.1,0,6.5,63.7,0.8,0,45.7,0,59.1,0,0,6.7,0,0.7,15.1,0.5,22.9,0,0,2.4,0,0,0,76.3,77.8,77.8,77.8,0,0,3.1,74.4,0,77.8,63.8,54,77.8,41.6,2.9,0,1.3,0,77,34.8,0,0.7,11.3,18,0,77.5,60.8,0,0,0,1.3,0,20.7,0,0,68.2,8,76.4,76.8,0,0,0,0,0,0,64.1,77.8,74.2,61.5,52.4,4.9,0,0,0,0,0,0,0,43.2,0,0,65.8,0,0,0,6.7,75.6,0,0,0,64,0,27.7,0,0,3,0,0,0,0,0,0,0,0,0,4.2,13.6,2.8,67.3,0,0,0,0,0,0,7.5,50.6,4.4,12.3,9.7,0.2,0,0,54.3,1.6,64.1,0.2,0,0,0,11.6,0,0,0,0,11.7,13.8,0,0,0,0,0,66.1,44.5,0,3,0,0,0,0,0,1.5,36.1,7.3,0,1.3,38,0,0,0,0,0,13.5,19.1,12.3,65.1,8.9,1,70.1,13.2,16.1,8.9,7.6,9.6,11.6,0,5.2,73.4,80.9,44.4,0,4.9,1.9,74.3,76.7,80.3,8.3,3.8,22.5,0,24,14.6,8.1,20.6,7.3,0,0,4.2,9.2,13.2,15.2,10.4,0,0,0,68.34,0,73.04,29.84,3.59,0,26.12,15.32,20.24,30.34,0,23.14,86.44,7.24,21.74,28.24,20.34,18.84,32.24,75.72,53.72,79.82,0
"NonP4","Nonpregnant","NK cells",99.14,18.44,19.14,47.6,0,0,60.9,0,0,38.6,83.6,0,76.9,1.5,1.4,0,0,0,1.2,0,68.8,83.1,74.7,70.6,0,0,0.1,3.7,0.8,0,0,0,10.9,0,0,3.3,2.1,0,0,0,49,0.4,2.2,68.7,0,84.5,0,82.8,0,71.5,0,3.6,65.4,0,0,2.7,0,2.6,0,79.5,0,24,58.7,7.9,54.5,24.4,1.4,0,0,5.3,0,1.7,81.1,12.3,0,0,0.8,6.1,80.9,11.3,0,79.1,1.3,61.3,0,0,83.1,0,2.6,1.5,0,4.7,0,0,0,0,5.2,84.5,0,29.7,84.5,0,84.5,0,24.1,0,68.9,79.5,82.9,0,0.3,63,5.8,0,49.5,0,60.5,0,0,1.8,0,24.5,21.9,3.6,42.1,5.7,0,0,0,0.6,0,84.5,84.5,84.5,82.7,31,0,0,83.1,0.2,84.5,73.1,72.6,84.5,49.4,19.9,0,11,0,83.6,21.9,0,2.5,11.9,10.7,0,84.5,59.1,0,0,0,6.4,0,34.6,0,0,72.3,11,83.4,84.5,0,0,0,0,0,0,62.7,84.3,83.2,39,0,3.8,0,0.5,0,0,0,0,0,34.4,0,0,70.6,0,0,0,2.1,83,0,0,0,65.9,0,27.4,0,0,9.4,0,0,0,0,0,0,1.7,0,0,6.2,14.8,8.2,81.3,0,0,0,0,0,0,13.4,56.9,7.4,16.1,15.4,1.6,0,0,76.9,3.5,74.8,5.8,0,0,0,13.4,0,0,0,0,15.1,20.1,0,0,0.5,4.8,0,80.9,53.3,0,23.6,0,0,0,1.1,0,5.3,35.9,9.8,0,0.7,48.5,0,0,0,0,0,29.5,19.8,10.1,56,5.5,4.9,71.4,6.1,13.3,6.2,9,11.2,10.7,0,6.1,76.7,84.7,34.9,0,3.1,3.5,85.4,88.1,88.1,8,3.3,33.3,0,24.1,6.5,6.3,19.7,5.9,0,0,9.6,10.8,7.7,14,4.5,0,0,0,42.96,0,63.36,46.36,1.83,0,17.21,14.71,11.83,57.23,0,9.53,74.83,6.63,15.13,9.93,32.83,9.83,8.03,87.62,50.32,80.12,0
